filename,relevant_text_segment,assigned_subject
1211693_Resumen_Abstract.pdf,"del proyecto es distinguir las fórmulas más adecuadas para adoptar un sistema de accesoriedad administrativa en la configuración de un ilícito penal, con la finalidad de lograr una protección eficiente del bien jurídico, respetando los principios limitadores del ius puniendi estatal. Para lograrlo, se pretende precisar los límites en los que es legítimo adoptar un sistema de accesoriedad administrativa en la configuración de un ilícito penal, e identificar las materias o clases de delitos en los que se recurre a un sistema de accesoriedad así como las diversas fórmulas que se han utilizado...",Derecho Penal
1211763_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Ricardo Angel Camargo Brito Título Proyecto: “Un análisis genealógico de la recepción de las neurociencias en el derecho penal chileno” La recepción de las neurociencias en el derecho penal comparado ha tenido una historia que se extiende hasta la década de 1940, pero que se ha intensificado en los últimos años de manera muy significativa dando lugar al neuroderecho. Sin embargo, en el contexto de nuestra disciplina jurídica penal las investigaciones en neuroderecho han sido escasas. Y más escasos aún, los estudios que intenten analizar desde un perspectiva genealógica esta nueva disciplina.",Derecho Penal
1211873_Resumen_Abstract.pdf,"de este proyecto consiste en reconstruir la historia del derecho público de la vialidad mediante el estudio de las ideas orientadoras, los entornos institucionales y los repertorios de actuación fiscal empleados en la planificación, ejecución y gestión estatal de la infraestructura vial en Chile a lo largo del período que va desde 1842 hasta 1969. Los objetivos específicos de este proyecto consisten en: ▪ Identificarycontextualizarlasideasorientadorasqueguiaronelusodenormaseinstitucionesdederecho público en el desarrollo de la infraestructura vial chilena; ▪ Analizar en una perspectiva de...",Derecho Económico y Comercial
11220095_Resumen_Abstract.pdf,"de esta investigación es analizar cuál es la relación entre el derecho internacional de inversiones y las comunidades locales ubicadas cerca de proyectos de inversión extranjera en el sector extractiva, de acuerdo con un modelo de sociología jurídica. Los objetivos específicos son: A) Examinar los laudos en arbitrajes inversor-Estado vinculados a inversiones extranjeras en el sector extractivo donde están en juego los intereses de las comunidades locales; B) Examinar dos casos de estudio vinculados a los intereses de las comunidades locales en conflictos de inversión extranjera en el sector...",Derecho Internacional
11220159_Resumen_Abstract.pdf,"reconstruir la normatividad que en la jurisdicción del Cabildo de Santiago de Chile tenía como propósito reducir el riesgo de incendio; dar a conocer como la normatividad castellana fue traducida al contexto santiaguino; establecer en el proceso que determinó el tránsito del marco regulatorio del incendio propio del Derecho Indiano al Derecho codificado; determinar la normativa que en la jurisdicción del Cabildo de Santiago de Chile permitió una reducción del riesgo de incendio; indicar las consecuencias concretas del fuego durante el periodo indiano (sentencias, condenas, actores). (4) La...",Historia del Derecho
11220191_Resumen_Abstract.pdf,"Contenido: RESUMEN “Del testigo al testimonio: una reconstrucción pragmática del testimonio en el derecho procesal. Bases para una reforma de las pruebas declarativas” La presente investigación pretende contribuir con una propuesta de clarificación y especificación conceptual en torno a la noción de “testimonio”. A partir de la distinción entre testigo y testimonio, o, lo que es lo mismo, entre sujeto (agente) y contenido de la declaración (producto), se formularán parámetros de valoración diferenciados para cada uno de estos elementos. Para ello, se revisará la literatura especializada sobre valoración racional de la prueba en general, y sobre los medios de prueba declarativos en particular, y se identificarán criterios de valoración de la prueba testimonial en la práctica judicial...",Derecho Procesal
11220195_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Tradicionalmente, las obligaciones y responsabilidad en materia de derechos humanos han sido vistas como asuntos de los estados y no de las empresas.",Derecho Internacional
11220243_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Evaluación empírica sobre el funcionamiento de la audiencia preparatoria en las jurisdicciones de familia y laboral En el contexto de las reformas procesales de familia y laboral no existe duda de la relevancia que en estas tiene la audiencia preparatoria.",Derecho Procesal
11220262_Resumen_Abstract.pdf,"Contenido: RESUMEN: La prohibición de retroactividad en el derecho administrativo chileno: fundamentos y aplicación práctica Existe una tensión entre dos elementos fundamentales para todo sistema jurídico. Por un lado, la necesidad de resguardar la seguridad jurídica, dando estabilidad temporal a las normas o decisiones de la autoridad pública. Por el otro, existe una necesidad de introducir modificaciones en las normas o decisiones emanadas de la autoridad pública, para efectos de proveer a nuevas necesidades públicas, de mejorar la satisfacción de las ya existentes o hacer frente a cambios de cirunstancias. Inserta en esta tensión se encuentra la prohibición de retroactividad.",Derecho Administrativo y Regulatorio
11220308_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. La propuesta tiene por objeto contribuir al conocimiento empírico de la trata de personas mediante la detección de casos en los que el involucramiento de la persona extranjera en un delito de tráfico de drogas es consecuencia directa de prácticas explotadoras típicas de la trata, tales como el engaño o la coacción (criminal exploitation).",Derecho Penal
11220370_Resumen_Abstract.pdf,"Contenido: RESUMEN: En la actualidad, diversas decisiones fundamentales para la vida de las personas son adoptadas total o parcialmente con tecnologías digitales que suponen procesos automatizados de decisión basados en la recolección, gestión y análisis de datos. En el ámbito público, existen múltiples programas y beneficios sociales que hoy en día son gestionados y provistos a través de procesos automatizados de decisión con poca o casi nula participación humana, configurando lo que se conoce como el “Estado de Bienestar Digital”. En el ámbito privado, estos procesos han impactado significativamente en el campo laboral, donde una gran cantidad de actividades de control, instrucción y evaluación hoy en día son administradas por tecnologías digitales que reemplazan las relaciones humanas...",Derecho del Trabajo y la Seguridad Social
11220386_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Objetivos e Hipótesis Existe relativamente poca investigación enfocada en examinar la relación entre los procedimientos de toma de decisiones en los tribunales que controlan la constitucionalidad de las leyes (tales como el Tribunal Constitucional chileno) y el grado de consenso entre sus jueces.",Derecho Político y Constitucional
11220439_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Este proyecto busca revelar y problematizar la historia de las mujeres abogadas entre 1920 y 1990, en particular estudiando la forma en que se vincularon al ámbito político.",Historia del Derecho
11220480_Resumen_Abstract.pdf,"Contenido: RESUMEN: La investigación que se propone persigue identificar, describir y sistematizar los usos le han dado los jueces y académicos chilenos a la idea del poder constituyente a partir de 1973. Luego, la investigación examinará la teoría clásica del poder constituyente (basada en los trabajos de Sieyès y de Schmitt) y las teorías modernas que han buscado corregir dicha teoría clásica agregando elementos adicionales. Así, la propuesta también busca dar cuenta del modo como los diversos usos pueden ser consistentes con una u otra teoría. La propuesta no intenta discutir normativamente la idea del poder constituyente, ni realizar un examen abstracto y descontextualizado de la misma.",Derecho Político y Constitucional
11220494_Resumen_Abstract.pdf,"a) Objetivo general: Este estudio tiene por objetivo principal examinar cómo el Estado de Chile cumplimentaría de mejor manera las herramientas que tiene previstas para dar cumplimiento a la obligación de respeto y promoción del derecho fundamental al acceso a la justicia de los consumidores, considerando el uso de la Inteligencia Artificial en los mecanismos extrajudiciales de resolución de conflicto online (ODR), a la luz del derecho comparado y de las prácticas introducidas por estos sistemas de resolución de conflictos. b) Objetivos específicos: b.1) Revisar los alcances teóricos y...",Derecho Internacional
11220600_Resumen_Abstract.pdf,"Contenido: RESUMEN: Título: “La justicia en vitrina. Un estudio dogmático sobre los riesgos de la publicidad judicial y su adecuada limitación” El proyecto se propone contribuir al desarrollo dogmático de los límites del principio de publicidad judicial en los procesos chilenos. Este principio goza de un amplio reconocimiento en el derecho nacional. Está consagrado en la Constitución (como elemento del debido proceso del artículo 19 N° 3), en Tratados Internacionales, en el Código Orgánico de Tribunales (artículo 9) y en las leyes procedimentales.",Derecho Procesal
11220622_Resumen_Abstract.pdf,"Analizar la evolución del debido proceso contencioso administrativo y su tutela judicial efectiva en la jurisprudencia constitucional, entre los años 1990 y 2021. Objetivos específicos: Sistematizar la jurisprudencia constitucional y deducir qué elementos han configurado el debido proceso contencioso administrativo y su tutela judicial efectiva, distinguiendo criterios fundamentales, generales, recomendados y controvertidos. Construir el desarrollo de cada uno de dichos elementos, distinguiendo su permanencia, modificación y giros en la interpretación del Tribunal Constitucional, con la...",Derecho Político y Constitucional
11220765_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Principio de Proporcionalidad y su relación con el derecho penal en Chile y Alemania: Análisis comparado de la teoría y práctica del control de constitucionalidad material del proceso punitivo El principio de proporcionalidad – conforme al cual todo actuar estatal que afecte derechos fundamentales debe perseguir finalidades legítimas, a través de medios idóneos,...",Derecho Penal
11220933_Resumen_Abstract.pdf,", se busca precisar la posición, interpretación y juicio que tienen los internacionalistas nacionales decimonónicos sobre el conflicto chileno -Mapuche, precisamente sobre el proceso de ocupación de la Araucanía. En esta misma línea, se abarcan las opiniones más autorizadas sobre ocupación, terra nullius, guerra de conquista y autodeterminación elaboradas por la disciplina del derecho internacional a nivel global en contexto de imperialismo y colonialismo decimonónico. Para desarrollar el proyecto ocupamos herramientas metodológicas interdisciplinarias de los llamados giro a la historia y...",Derecho Internacional
11221052_Resumen_Abstract.pdf,"Analizar el uso del concepto de “peligro de seguridad para la sociedad” durante las audiencias de prisión preventiva, por parte de los actores penales (jueces, fiscales y defensores) en una muestra de tribunales de las regiones del Biobío y la Araucanía. Objetivo específico 1: Describir la operacionalización los actores penales hacen del concepto de “peligro para la seguridad de la sociedad”. (Observación de audiencias y registro de audiencias; entrevistas semiestructuradas con actores involucrados) Objetivo específico 2: Describir la conceptualización que los actores penales realizan de...",Derecho Internacional
11221089_Resumen_Abstract.pdf,"A partir del estudio sistemático de la doctrina, la normativa y la jurisprudencia, tanto en el ámbito del derecho interno como del derecho comparado, temas vertebrados en una única línea central, el objetivo general de la investigación consiste en apoyar el trabajo de perfeccionamiento del actual régimen jurídico interno de protección de la información personal, formulando recomendaciones a partir de la identificación de los efectos extraterritoriales del GDPR. b) Objetivos específicos Los objetivos específicos de la investigación, se sintetizan en los siguientes propósitos: - Identificación...",Historia del Derecho
11221158_Resumen_Abstract.pdf,"formular una teoría dogmática general de la asesoría de deuda holística, orientada desde la perspectiva de la actividad de la persona natural consumidora, que incorpore un enfoque diferencial logrado a partir de la identificación de las características de los tipos de deudores del contexto del sobreendeudamiento nacional actual en función de la identificación de sus circunstancias biográficas y variables asociadas al sobreendeudamiento e insolvencia futura. Sobre la metodología, la investigación propuesta utiliza una metodología dogmática, analítica, y de derecho comparado. A través del...",Filosofía del Derecho
11221241_Resumen_Abstract.pdf,"del proyecto es reconstruir dogmáticamente el estatuto normativo de la regla de exclusión de prueba ilícita en términos globales, proponiendo un corpus explicativo que defina el fundamento, la naturaleza jurídica y el régimen de ineficacia que aquel prevé, todo ello con base en el sistema procesal penal chileno. Por su parte, los objetivos específicos del proyecto son: 1. Especificar el supuesto de aplicación de la regla de exclusión, esto es, la prueba ilícita comprensiva de la prueba nula y la prueba obtenida con inobservancia de derechos fundamentales, así como identificar sus conexiones...",Derecho Procesal
11221254_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Ante el contexto de discusión y análisis de las TRA en Chile, considerando su recepción jurídica y biomédica, esta investigación abordará el problema desde una perspectiva de género, considerando principalmente las dimensiones sociológica y jurídica del asunto.",Derecho Internacional
11221298_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). CONTROL JURISDICCIONAL DE LOS ACTOS DE LA ADMINISTRACIÓN: PROBLEMAS PROCESALES DERIVADOS DEL THEMA DECIDENDI EN EL CONOCIMIENTO EFECTUADO POR TRIBUNALES ORDINARIOS DE JUSTICIA La investigación pretende como objetivo principal construir un modelo que permita delimitar los controles jurisdiccionales efectuados por tribunales ordinarios en base al tipo de pretensión inicial o recursiva ejercitada y los efectos inmediatos pretendidos a través de la sentencia definitiva que se dicte si aquella se acoge. En particular: 1) Aplicar la...",Derecho Procesal
1220037_Resumen_Abstract.pdf,"es: determinar aquellas situaciones en que los beneficios en favor de NNA causados por una emigración prolongada o definitiva al extranjero, realizada en compañía de su madre titular del derecho- deber de cuidado personal, a la luz de los principios del interés superior del NNA y del libre desarrollo de la personalidad, y del derecho-deber de mantener una relación directa y regular, pueden ser causa para la concesión de las autorizaciones judiciales relativas a las mencionadas migraciones, y definir, a partir de dichas situaciones, criterios jurídicos generales de actuación. A mayor detalle,...",Derecho Civil
1220169_Resumen_Abstract.pdf,"(i) explorar la noción de débil jurídico en los contratos civiles y en los contratos de consumo con el propósito de visibilizar ciertas asimetrías o desequilibrios prestacionales originarios en los que nuestra doctrina y jurisprudencia no han reparado suficientemente; (ii) refutar la pertinencia y vigencia del principio de irrelevancia de la equivalencia de las prestaciones que se ha instalado mayoritariamente en sede civil y residualmente en sede de consumo, sugiriendo una relectura de las disposiciones contenidas en el código civil y en nuestra legislación de consumo; (iii) indagar las...",Derecho Civil
1220291_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Alejandro Romero Seguel EL ARBITRAJE DE LAS EMPRESAS DEL ESTADO Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Tratándose del Estado, el desarrollo del arbitraje no ha contado con un impulso ni una revisión legal general, quedando relegado a lo que genéricamente se denomina “arbitraje especial”.",Derecho Político y Constitucional
1220411_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: ESTATUS JURÍDICO-PENAL DE LAS CONDUCTAS DEFRAUDATORIAS EN LA GESTIÓN DE NEGOCIOS FINANCIEROS Y ADMINISTRACIÓN DE SOCIEDADES ANÓNIMAS. GONZALO GARCÍA PALOMINOS La ley No 21.121 de 20 de noviembre de 2018 resolvió en gran medida una de las debilidades más importantes de la regulación penal patrimonial chilena relativa a la carencia de figuras penales que protegieran el patrimonio de ataques que – utilizando la metafora de Binding - pudiera recibir desde “adentro”, esto es, que se cometen en el marco de relaciones de confianza previa entre autor y víctima. En especial, el problema se producía en aquellas constelaciones en que los bienes no se tienen bajo un título de devolver el mismo bien (en especie o cuerpo cierto), sino...",Derecho Penal
1220445_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Guillermo Oliver Calderón Estudio dogmático y crítico de algunos aspectos de la regulación del delito de cohecho tras la Ley N° 21.121 Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El último cambio de siglo marcó un punto de inflexión en la estabilidad de la regulación del delito de cohecho.",Derecho Penal
1220592_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: José Ángel Fernández Cruz Una propuesta de regulación del mercado de cannabis en Chile. Especial referencia a sus dimensiones administrativas, penales y tributarias El presente proyecto tiene como finalidad ofrecer una propuesta de regulación del mercado de cannabis en Chile. La discusión política (criminal) sobre el consumo y tráfico de productos derivados del cannabis psicoactivo no gira ya en el mundo civilizado sobre su legalización o despenalización, sino cómo debería regularse este mercado.",Derecho Económico y Comercial
1220649_Resumen_Abstract.pdf,"El objetivo general consiste en demostrar a través de la exégesis de una serie de textos que cubren las distintas etapas de la historia de la reflexión jurisprudencial romana sobre la condictio, desde la época así llamada preclásica (siglo I a.C.) hasta la tardo-clásica (siglo III d.C.), que a diferencia de lo que se sostiene habitualmente en doctrina, la condictio sine datione tuvo reconocimiento en el derecho romano clásico más allá del caso específico de la condictio ex causa furtiva. Son Objetivos específicos: (i) Realizar una exégesis detallada de D. 12.5.6 (Ulp. 18 ad Sab.), a fin de...",Derecho Romano
1220697_Resumen_Abstract.pdf,Objetivo general: establecer criterios de distinción entre obligaciones restitutorias e indemnizatorias ante situaciones extracontractuales de intromisión en derecho ajeno en el sistema civil chileno. Objetivos específicos: 1) conceptualizar y caracterizar a las obligaciones restitutorias en el Derecho Civil chileno; 2) conceptualizar y caracterizar a las obligaciones indemnizatorias en el Derecho Civil chileno; 3) identificar las diferencias entre las obligaciones restitutorias e indemnizatorias; 4) determinar los criterios que permiten diferenciar claramente a las mismas Se utilizará...,Derecho Civil
1220735_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: “Digitalización y algoritmos en la solución de conflictos en materia de consumo en Chile. Propuestas de mejora al acceso a la Justicia de los consumidores a la luz de los sistemas comparados” Sebastián Bozzo Hauri La última encuesta CEP de abril del 2021 mostró que los consumidores tienen solo un 14% de confianza en las empresas. La pregunta es porqué existe este tan bajo nivel de aprecio, considerando que son los proveedores quienes hacen posible nuestro diario vivir a través de la entrega de los diferentes bienes y servicios.",Derecho Económico y Comercial
1220844_Resumen_Abstract.pdf,"(i) identificar las cuestiones que suscita el ejercicio de la acción de precario en nuestra doctrina y en las sentencias de los tribunales superiores, (ii) demostrar que, cuantitativamente, la determinación de contra quién procede dicha acción es el problema que más se discute en la Corte Suprema y que es al que se le presta mayor atención por parte de la doctrina; (iii) detectar el desacuerdo existente en la doctrina respecto de la calificación jurídica del precarista; (iv) detectar los desacuerdos existentes en la jurisprudencia respecto del requisitos “sin previo contrato” y por...",Derecho Político y Constitucional
1220879_Resumen_Abstract.pdf,"vincular estos problemas, tal como son analizados e interpretados en la obra del jurista chileno. Este vínculo se desarrollará bajo la forma de una presentación filosófica especulativa, esto es, no como una lucha dialéctica entre los derechos fundamentales y el principio de la soberanía, sino asumiendo la lucha que se produce entre ambos en el terreno internacional, con el fin de presentar la emergencia de un tercer elemento, que nace, especulativamente, a partir de esta confrontación. Tal tercer elemento es, propiamente, la presentación sistemática que desarrolla Álvarez: la reconstrucción...",Derecho Internacional
1220927_Resumen_Abstract.pdf,"El objetivo general de esta investigación supone examinar algunas de las «acciones reivindicatorias especiales» que el ordenamiento chileno ofrece para proteger una titularidad fuera de aquellas que delimitan los contornos de la protección dominical, reconociendo su existencia y permitiendo que el demandante recupere materialmente la cosa sobre la que ella recae. Se pretende mostrar cómo estas acciones comparten con la acción reivindicatoria propiamente tal un campo común que, en principio, se agota en la restitución de la cosa. De ahí que sea necesario indagar sobre la procedencia o...",Derecho Civil
1221060_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Diego Gonzalo Pardow Lorenzo Título Proyecto: Mecanismos de control judicial especializado en el ámbito de la regulación económica: entre la legalidad y las políticas públicas. Desde mediados de la década de los 2000, nuestra regulación económica ha ido utilizando cada vez más un modelo de control híbrido que, con algunos elementos de lo que la literatura denomina tribunales administrativos especializados (“TAE”). En derecho comparado, los TAE se caracterizan por tener una competencia altamente especializada, incorporar como jueces a profesionales sin entrenamiento legal (v.g.",Derecho Económico y Comercial
1221120_Resumen_Abstract.pdf,"de la investigación es el estudio de la relativización atípica de la cosa juzgada ante las decisiones de la Corte Interamericana de Derechos Humanos en el sistema jurídico chileno. Los objetivos específicos de la investigación son: (1) Estudiar la discusión sobre la definitividad y falibilidad de las decisiones jurisdiccionales desde el positivismo hasta el neoconstitucionalismo; (2) Formular los contornos y matices del recurso de revisión, en el derecho comparado y chileno; (3) Analizar críticamente la teoría de la relativización de la cosa juzgada; (4) Estudiar los aspectos procesales de la...",Derecho Internacional
1221269_Resumen_Abstract.pdf,"construir un modelo descriptivo del razonamiento judicial con normas indeterminadas, que permita conocer cómo se organizan las sentencias desde una perspectiva retórico-discursiva y proponer un formato o estructura (minimalista) de sentencia que permita hacer explícitas las operaciones de interpretación e integración del derecho que son necesarias para fundar la decisión judicial usando un lenguaje jurídico claro. Los objetivos específicos son tres: 1.- Describir la estructura retórico-discursiva de las sentencias judiciales que resuelven casos usando normas indeterminadas, elucidando las...",Filosofía del Derecho
1221378_Resumen_Abstract.pdf,"reconceptualizar la definición y el rol del litigio climático sobre la base de la doctrina comparada y la jurisprudencia desarrollada por los Tribunales de países vulnerables del sur del mundo, particularmente de Chile, los cuales, en el marco de las políticas públicas de cambio climático débiles, determinan el comportamiento de los distintos actores de la sociedad, conforme a los objetivos globales de mitigación y adaptación. Objetivos específicos Metodología Resultado 1. Identificar casos de cambio climático y doctrina comparada. Se realizará una búsqueda de sentencias desde el año 2013...",Derecho Civil
1221510_Resumen_Abstract.pdf,"Reconstruir los argumentos de justicia distributiva sanitaria que guían las decisiones de la Corte Suprema sobre medicamentos de alto costo mostrando los problemas teóricos y argumentativos que tienen los votos de mayoría y los votos disidentes de estas decisiones. Los objetivos específicos son: a) Identificar los argumentos de justicia distributiva sanitaria que guían las decisiones de la Corte Suprema sobre medicamentos de alto costo; b) Analizar cómo se organizan los argumentos de justicia distributiva sanitaria en los votos de mayoría y en los votos disidentes mostrando vacíos,...",Derecho Político y Constitucional
1221645_Resumen_Abstract.pdf,"del proyecto es determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en los ámbitos específicos de actividad administrativa. A su vez, los objetivos específicos consisten en materializar ese ejercicio en distintas áreas concretas. Así, se tratará de a) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en el ámbito de los actos administrativos u otras operaciones jurídicas de la administración del Estado; b) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en el terreno de...",Derecho Civil
1221864_Resumen_Abstract.pdf,"proponer soluciones dogmáticamente coherentes a las cuestiones más relevantes que plantea la regulación legal del contrato de arredramiento de cosas en Chile, incluyendo la regulación de las relaciones de consumo. Los objetivos específicos son: (1) Demostrar la necesidad actual de un tratamiento separado de las figuras que regula el Título XXVI del Libro IV del Código Civil, y justificar que, dogmáticamente, el arrendamiento corresponde al de cosas. (2) Ofrecer soluciones a cuestiones objeto de esta propuesta, a partir del antecedente histórico, del derecho general de contratos en Chile y el...",Derecho Civil
11230036_Resumen_Abstract.pdf,"la búsqueda, identificación, determinación, fijación y análisis de las fuentes histórico-jurídicas del Libro II del Código Civil chileno referido a los bienes, su uso y goce y de las limitaciones al dominio, tanto en sus aspectos generales como específicos, realizando un análisis exegético de cada una de las normas que componen su texto legal. Como expondremos en la formulación, muchos han sido los trabajos destinados a la búsqueda de las fuentes del Código Civil, pero con respecto a su identificación, determinación, fijación y análisis, más bien han sido parciales y no completas. No sólo es...",Historia del Derecho
11230097_Resumen_Abstract.pdf,"del proyecto es proveer una reformulación dogmática que permita concebir la inoponibilidad como un mecanismo que brinda una protección de carácter general a los terceros, permitiendo orientar y hacer coherente la futura práctica jurídica y judicial. Los objetivos específicos son: 1. Estudiar el origen, significado y evolución histórica de la inoponibilidad. 2. Analizar comparativamente los supuestos de inoponibilidad (casos) presentes en el Código Civil, en cuanto a sujetos beneficiados y efectos. 3. Identificar los fundamentos y principios que subyacen a los supuestos de inoponibilidad en el...",Filosofía del Derecho
11230170_Resumen_Abstract.pdf,"Contenido: RESUMEN: Obligaciones contractuales y delictuales en Derecho romano: los efectos de los eventos sobrevenidos Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). De acuerdo con el punto 5.5 de las bases que rigen este concurso, no debe incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Las citas a trabajos propios (autocitas) o trabajos previos se deben realizar de forma neutra, es decir, que no permita identificar al/a la postulante.",Derecho Romano
11230176_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). De acuerdo con el punto 5.5 de las bases que rigen este concurso, no debe incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Las citas a trabajos propios (autocitas) o trabajos previos se deben realizar de forma neutra, es decir, que no permita identificar al/a la postulante.",Derecho Político y Constitucional
11230216_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). De acuerdo con el punto 5.5 de las bases que rigen este concurso, no debe incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Las citas a trabajos propios (autocitas) o trabajos previos se deben realizar de forma neutra, es decir, que no permita identificar al/a la postulante.",Derecho Penal
11230217_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). De acuerdo con el punto 5.5 de las bases que rigen este concurso, no debe incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. Las citas a trabajos propios (autocitas) o trabajos previos se deben realizar de forma neutra, es decir, que no permita identificar al/a la postulante.",Derecho del Trabajo y la Seguridad Social
11230259_Resumen_Abstract.pdf,"Contenido: RESUMEN: El proyecto de investigación consiste en un estudio de las sanciones plasmadas en la Ley N° 20.393, con la finalidad de determinar su idoneidad para promover el proceso de autorregulación de las entidades y, la determinación de la conveniencia – también desde la perspectiva de la autorregulación- de proponer modificaciones al catálogo de sanciones para favorecer el mencionado proceso y/o de incorporar en dicha ley, penas interdictivas que conlleven intervenir en la administración o colaborar en la implementación de los modelos de prevención de delitos de las personas jurídicas, similares a las consignadas en algunos ordenamientos jurídicos extranjeros. El estudio requiere centrarse en tres aspectos principales para dar respuesta a las preguntas de investigación...",Derecho Procesal
