filename,relevant_text_segment,assigned_subject
1230839_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Diego Gil Mc Cawley Régimen Urbanístico Chileno: Análisis Socio-Jurídico de su Diseño y Práctica Institucional Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El régimen urbanístico, es decir, aquellas normas y prácticas institucionales que organizan y regulan el desarrollo de las ciudades, está generando un creciente interés académico. Ello se explica porque cada día hay más reconocimiento de que el diseño de este régimen regulatorio y su implementación práctica tienen un impacto muy importante en el bienestar de los individuos que habitan las ciudades. Así, el régimen urbanístico puede promover una sustentable distribución de los usos de suelo, así como la generación de barrios con adecuados estándares de densificación, acceso a áreas verdes e integración social. Por el otro lado, el régimen urbanístico puede tener un impacto negativo en el desarrollo urbano, como cuando favorece desarrollos inmobiliarios híper-densos sin una adecuada consideración por su entorno, o cuando establece normas muy estrictas que promueven un aumento en los precios del suelo e impiden el acceso de grupos vulnerables a ciertos barrios bien localizados. Todavía, sin embargo, falta mayor análisis y evidencia del funcionamiento concreto de los procesos institucionales a través de los cuales se generan las normas urbanísticas en distintos contextos urbanos. El objetivo de este proyecto de investigación es realizar un examen comprehensivo y crítico del diseño y práctica del régimen urbanístico chileno. El foco de la investigación lo constituye el instrumento central del régimen urbanístico, que es la planificación urbana, a través de la cual se establecen las normas y estándares que inciden directamente sobre la fisonomía física y social de las ciudades. Para ello, se propone analizar las características centrales del marco normativo que regula los procesos de planificación urbana y los cambios legales que se han realizado en los últimos años a ese marco normativo. También se propone identificar patrones comunes que caracterizan la elaboración e implementación concreta de los instrumentos de ordenación territorial, así como los factores sociales y políticos que inciden sobre la elaboración de estos instrumentos. Por último, la investigación busca proponer reformas jurídicas que mejoren los procesos a través de los cuales se ejecuta la planificación urbana, de modo de que ésta favorezca un desarrollo urbano sustentable e inclusivo. El proyecto utilizará un enfoque socio-jurídico como aproximación metodológica principal. Uno de los énfasis centrales de este enfoque es examinar la brecha que existe entre el derecho “en los libros”, es decir, su marco normativo, y el derecho “en la acción”, es decir, la implementación real de ese marco normativo. La premisa central es que la implementación del derecho no puede analizarse con independencia de su contexto social y político, pues ese contexto incide directamente en el modo en que el derecho se expresa en la realidad. Así, el proyecto examinará el diseño institucional del marco normativo que gobierna los ...",Derecho de los Recursos Naturales
1230883_Resumen_Abstract.pdf,"ero, mediante el análisis de las leyes de consumo y demás normativas financieras, incluso algunas recientemente publicadas. Y asimismo, puede destacarse el impacto social de este estudio, por la repercusión que tienen las deudas en nuestro país, la crisis económica y sanitaria que estamos viviendo. Objetivo general: El objetivo general de esta investigación es la configuración de un sistema de protección de los consumidores morosos del país, a través de un nuevo modelo de derecho del consumidor financiero, basado en la proyección del préstamo responsable en el ámbito de las cobranzas extrajudiciales; y, junto con ello, generar una integración de los demás principios contemplados en la última reforma en materia de cobranza extrajudicial, que ilumine la forma de comprender la morosidad del consumidor, especialmente cuando se califica como hipervulnerable. Metodología Tomando en consideración las hipótesis y objetivos, este proyecto aplicará el método dogmático, recurriendo a la exégesis y análisis de las reglas contenidas en la LPDC, reformas de leyes y diversas leyes financieras citadas. En efecto, el método dogmático se justifica por el objetivo general de intentar configurar un modelo de protección del consumidor moroso, mediante la proyección del principio de préstamo responsable en el ámbito de las cobranzas extrajudiciales. Mismo trabajo que se propone con la articulación de los demás principios; estudio sobre el régimen de comisiones, intereses y anatocismo; la mora; refinanciamientos y portabilidad. Se trabajará, además, con el análisis de sentencias, a partir de un método inductivo, para extraer las doctrinas judiciales más relevantes en las materias referidas, especialmente en materias de cobranzas extrajudiciales y cláusulas de aceleración. En lo pertinente a estas últimas se trabajarán con referencias comparadas, sin necesariamente emplear el método comparado, para reforzar de manera secundaria los argumentos y conclusiones del derecho nacional. Y, en lo que refiere al estudio de las barreras de salida y el impacto regulatorio de las cobranzas, se propone una mixtura entre todos estos métodos más algunas referencias económicas, que pueden servir a título de análisis de costo/beneficio de la normativa (como lo hace la CMF por ejemplo en sus análisis de impacto de las normativas que publica). Resultados esperados: Se pretende la formulación de un modelo de protección del consumidor financiero moroso que aumente sus niveles de tutela habida cuenta de la dispersión normativa existente. Se busca que éste sea explicado a nivel doctrinal, pero que también sirva para la formulación de políticas públicas y tendencias jurisprudenciales acordes a los objetivos del presente proyecto, y para el diseño de materiales útiles para su comprensión por parte de los operadores jurídicos. Ello se realizará mediante los siguientes productos: 4 compromisos de presentación y publicación (o certificado de publicación) de a de publicación) de artículos . 2 compromisos de e . . 3 compromisos de publicar 3 compromisos de publicar (o certificado rtículos Scielo o capítulo de libro. en Jornadas Nacionales 1 compromiso de 1 compromiso de libro monográfico seminario internacional comunicacional: podcast, videos o cápsulas. Scopus o WoS . 1 compromiso de seminario nacional. laboración de material audiovisual ...",Derecho Económico y Comercial
1230895_Resumen_Abstract.pdf,"ios para la conceptualización de las decisiones automatizadas y aportar elementos de análisis de interpretación y aplicación de las normas existentes en materia de igualdad y prohibición de discriminación, protección de datos personales, transparencia algorítmica y explicabilidad de estos sistemas. Objetivo general. Evaluar las deficiencias regulatorias en el uso de decisiones automatizadas al interior de la Administración del Estado y proponer criterios dogmáticos para establecimiento de límites y resguardo frente a este tipo de decisiones, en materia de igualdad y no discriminación, autodeterminación informativa, transparencia y explicabilidad. Objetivo específico (OE)1. Conceptualizar los criterios normativos y jurisprudenciales que definen la noción de decisiones automatizadas, en el derecho chileno y en el comparado.OE2. Evaluar la aplicabilidad del derecho antidiscriminatorio chileno, el derecho a la autodeterminación informativa y los estándares de transparencia y explicabilidad al entorno digital de las decisiones automatizadas bajo el cual se ejecutan por la Administración. OE3. Proponer criterios dogmáticos para la cautela de derechos fundamentales, en el caso de la igualdad y no discriminación, la protección de datos personales y la transparencia y explicabilidad de las decisiones automatizadas empleadas por la Administración. Metodología. Se empleará el método jurídico de estudio, análisis y crítica de enunciados normativos y elementos dogmáticos para su aplicación, sobre la base de teorías jurídicas y técnicas de razonamiento y argumentación jurídica y reconstrucción dogmática para proponer enunciados y criterios doctrinales de lege lata que permitan articular respuestas en los problemas de relevancia jurídica de decisiones automatizadas. Resultados: publicación de al menos dos artículos indexados (WoS/SCOPUS); organización de dos reuniones académicas (problematización y socialización de resultados); publicación de un libro de editorial prestigiosa (nacional o internacional) y la dirección de al menos dos tesis de pregrado o postgrado, con base en las líneas de investigación. Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Político y Constitucional
Abtsract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Joaquín García-Huidobro La singularidad: una nota fundamental para una Filosofía del Derecho Indiano Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). En diversas investigaciones, el recientemente fallecido historiador del Derecho Víctor Tau ha mostrado el talante casuista del Derecho Indiano. Aunque sus obras tienen un carácter marcadamente jurídico e histórico, contienen intuiciones muy útiles para desarrollar lo que hemos llamado una “Filosofía del Derecho Indiano” que muestre el modelo de racionalidad imperante en la praxis jurídica y política del Nuevo Mundo en los siglos XVI, XVII y XVIII. Esta tarea ha sido materia de dos proyectos de investigación a cargo del Investigador Responsable (IR) (Fondecyt nn. 1150561 y 1191194). Durante ocho años, ellos le han permitido aprovechar el notable trabajo que han realizado los historiadores del Derecho en los últimas nueve décadas, para, siguiendo una sugerencia de Eric Voegelin, tratar de presentar en un marco filosófico esos hallazgos históricos. Además, atendido que el Derecho no es un fenómeno aislado en el mundo humano, ha parecido importante prestar una especial atención a otras manifestaciones culturales, particularmente en el campo artístico. Pareció, entonces, de gran interés, preguntarse por las posibles conexiones entre los dos campos y se encontró en que ambos se enfrentan a problemas como la disimulación, la tolerancia y, en definitiva, en uno y otro se muestra la singularidad y el carácter excepcional del mundo indiano. Este tipo de problemas afecta, en realidad, a todo agente práctico y por eso en el pensamiento aristotélico la phrónesis (prudencia) ocupa un lugar central, porque solo quien posee esa virtud estará en condiciones de hacer justicia a la situación concreta. Estas ideas son recogidas y ampliadas por los autores medievales, particularmente Tomás de Aquino, y sus intérpretes de la Escuela de Salamanca y Coimbra. En ellos no solo encontramos el tema de la equitas, sino también otras materias que tienen que ver con esa tensión particular/general, como la dispensa de la ley. Entre las prácticas se hacen cargo de la excepcionalidad del caso concreto, como la tolerancia, la dispensa, la equidad y la suplicación, hay una institución muy particular: la disimulación. Su origen está en el Derecho Canónico matrimonial, pero se extendió a otros campos. Según señala Tau, ella “está vinculada a la observancia del Derecho y ocupa un lugar dentro de la jurisprudencia casuista indiana. Se acudía a ella en la legislación, en las obras jurisprudenciales y en la práctica de gobierno [...]. Consiste, en fin, en la actitud evasiva de un superior ante un ilícito a fin de evitar un ilícito mayor”. El objeto de este estudio es realizar un análisis filosófico sobre los fundamentos y el contexto en que figuras como esas tienen lugar en un mundo cultural marcado por el casuismo, representado entre otros por Solórzano. Al mismo tiempo, se mostrará, siguiendo a Molanus e ...",Historia del Derecho
1231006_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Rodrigo Barcia Lehmann La protección del consumidor como una falla de mercado Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El presente proyecto durará 3 años, y se centrará en la aplicación del Análisis Económico del Derecho (AED) al Derecho del consumo, pero se hará desde la dogmática del Derecho privado. Ello con el objetivo que la presente investigación sea un aporte al Derecho nacional y sea totalmente aplicable por los jueces y por el legislador. Así, el presente proyecto sustenta la protección del consumidor a través del principio de eficiencia, y en especial del concepto de falla de mercado. A través de este mecanismo se protege de mejor forma al consumidor, logrando que en definitiva el consumidor tome mejores decisiones y lleva a levantar criterios más objetivos y científicos en la protección del consumidor. Esta tesis se complementa y a veces se contrapone con las tesis de la colaboración contractual, de la solidaridad o del equilibrio contractual. También se busca sustentar la racionalidad en la toma de decisiones por parte del consumidor con criterios normativos provenientes del denominado behavior law and economics. Esta última tesis ayuda a mejorar la regulación normativa y positiva del Derecho. A su vez, se analizará la aplicación de esta tesis dentro de una visión respetuosa, y que fomenta el desarrollo de los derechos fundamentales. De las fallas de mercado existentes se desarrolla el concepto de asimetría de información respecto de las cláusulas abusivas, pero también se aplicarán otras fallas de mercado, como los costes de transacción y las asimetrías para explicar otras figuras propias del Derecho del consumo. También se pretende evidenciar que es posible fundar el contrato y la protección del consumidor en el principio de eficiencia y las fallas de mercado. Se destacará normativamente las ventajas de este concepto, como también la relación con los derechos fundamentales, evidenciando que el AED no es contrario a los derechos fundamentales, pero que tiene una lógica propia (que protege de mejor forma al consumidor). Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Económico y Comercial
1231024_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Patricio Lazo González Causalidad y supuestos de exoneración de responsabilidad contractual en el derecho romano Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). La riqueza del aparato conceptual que el derecho privado moderno (una parte del cual es tomado de la dogmática penal) utiliza actualmente para tratar problemas de causalidad exhibe una miríada de nociones y criterios, conforme a los cuales ciertos problemas en los que la complejidad de las causas exige la formulación de criterios que contribuyan a reducir dicha complejidad, no solo aprovecha a la dogmática civil, sino que ella puede tener un valor heurístico para examinar problemas similares en el derecho romano. Este es un derecho histórico y sus esquemas de comprensión no son siempre y en todo caso comparables a los del derecho privado moderno. Pero ello no es obstáculo para considerar que los criterios de causalidad empleados por los juristas romanos guardan algún grado de conexión con aquellos del derecho moderno. De esta forma, hablamos de valor heurístico para poner de relieve la utilidad de los conceptos modernos para el descubrimiento de esquemas de pensamiento entre los juristas romanos que, de no mediar la utilización de tales conceptos, no veríamos. Por otro lado, esos descubrimientos pueden, asimismo, tener importancia para una mejor comprensión de la formulación moderna de tales criterios. Una de las premisas de este proyecto es lo que los autores de él designan como la función especular de ambos ordenamientos entre sí. A su turno, algunos trabajos previos de la romanística han puesto atención en ciertos testimonios de las fuentes romanas, a partir de los cuales podría pensarse que los juristas romanos no solo operaron con criterios de causalidad, sino que lo hicieron sistemáticamente. Ello sería revelador de un pensamiento jurídico no solo bien elaborado, sino también de uno que revelaría la influencia de ciertas corrientes filosóficas. El objetivo principal de este proyecto es reconstruir los esquemas de pensamiento de los juristas romanos acerca de la causalidad, en materia contractual, con apoyo en el aparato conceptual del derecho moderno. A su vez, constituyen objetivos específicos los siguientes: a) sintetizar las características más relevantes del pensamiento jurisprudencial romano acerca de la causalidad en materia de responsabilidad contractual; b) comparar críticamente los criterios de solución del derecho romano y del derecho moderno sobre problemas de causalidad; c) elaborar argumentos desde la perspectiva histórico-dogmática y dogmática en la discusión de problemas de causalidad tratados por la jurisprudencia. La hipótesis en que se basa el proyecto es que existiría una continuidad histórica en un espectro amplio de razonamientos en torno a los problemas de causalidad en materia de responsabilidad contractual, la que, en aspectos esenciales, es posible reconstruir. En efecto, suponen que un menor déficit en este conocimiento podría coadyuvar al derecho privado moderno a perfeccionar su autonomía en la aproximación a estos ...",Derecho Romano
1231034_Resumen_Abstract.pdf,"o pre-digital. La hipótesis de trabajo es que la indefinición del sistema jurídico chileno supone someter el ejercicio de la libertad de expresión en la esfera digital a los sistemas de gobernanza privada definidos por las grandes compañías de Internet. Para demostrar la validez de la hipótesis, el objetivo general busca identificar y comprender las condiciones jurídicas que favorecen en Chile la gobernanza privada del ejercicio de la libertad de expresión. Al tratarse de la manifestación concreta de un fenómeno global vinculado a la consolidación de la tecnología digital es necesario explorar, en primer lugar, las condiciones normativas vinculadas a su emergencia a nivel comparado. Mediante el método comparativo, se analizará los dos grandes modelos de responsabilidad de los intermediarios por contenidos ilícitos y se evaluará si fortalecen el sistema de gobernanza privada de la libertad de expresión. Además, y a través del método dogmático y de análisis doctrinal, se analizará en Chile el sistema de responsabilidad de los intermediarios por contenidos subidos por terceros y que califiquen como ilícitos de acuerdo a la ley de prensa. Asimismo, se analizarán los sistemas de gobernanza y moderación de contenidos de Facebook, Twitter y Youtube y su adecuación al ordenamiento jurídico chileno. Por último, se propondrán y evaluarán respuestas institucionales al fenómeno de la desconstitucionalización de la libertad de expresión, ya sea mediante la interpretación del marco regulatorio existente en Chile o de su adecuación. Se trata de un proyecto que durará 4 años y que busca generar 4 artículos académicos indizados en revistas WoS o Scopus, la presentación de 4 trabajos en congresos internacionales (dos del IR y dos del CI), la organización de 4 seminarios nacionales, la supervisión de 4 memorias de pregado o tesis de magíster y la beca a una tesis doctoral. Además, el proyecto traerá a un académico de reconocida trayectoria que participará en un seminario internacional de moderación de contenidos en Internet y en dos talleres, uno sobre responsabilidad de intermediarios y libertad de expresión y otro sobre la libertad de expresión en Internet. Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Internacional
1231128_Resumen_Abstract.pdf,"dencia chilena, alemana y estadounidense sobre el tema, y a la vez, se estudiarán audiencias llevadas a cabo en distintos tribunales del país, entrevistando además a distintos actores del sistema con incidencia en la toma de decisiones a nivel persecutorio. El proyecto busca alcanzar los siguientes objetivos generales: (1) develar los mecanismos explícitos e implícitos que determinan la selección de casos susceptibles o no de persecución, por parte del Ministerio Público en distintos contextos regionales y respecto de diferentes clases de delitos; (2) a partir de lo anterior, caracterizar al universo de causas respecto de los cuales el Ministerio Público decide abstenerse de investigar; (3) analizar la estructura, contenido y aplicación de las principales instituciones legales que importan la aplicación de criterios de oportunidad en sentido amplio, en el proceso penal chileno - archivo provisional, facultad de no iniciar investigación y principio de oportunidad en sentido restringido - (4) con base al diagnóstico generado a partir de los objetivos 1 y 2, proponer eventuales respuestas que permitan optimizar el uso de herramientas de oportunidad en el proceso penal. Objetivos específicos: (1) Analizar y sistematizar los distintos mecanismos normativos y fácticos de selección de causas existentes en el derecho chileno, alemán y estadounidense. (2) Analizar la doctrina y jurisprudencia acerca del artículo 170 del CPP chileno, a la luz del tratamiento que la doctrina y la jurisprudencia alemana han efectuado respecto del § 152 de la Ordenanza Procesal Penal alemana, fuente directa de la regla chilena. (3) Reconstruir prácticas de selección de casos realizadas por el Ministerio Público en distintos contextos. Como las decisiones en cuestión tienden a depender de directrices (o revisión) de la Fiscalía Regional a través de sus direcciones jurídicas, estudiaremos las prácticas en al menos tres fiscalías regionales representativas de distintas realidades en el país (masivas metropolitanas, otros lugares de alta aglomeración, en regiones de escasa densidad). (4) Conocer cómo operan en la práctica los criterios de oportunidad en el sistema procesal penal, y determinar su concordancia con la regulación vigente. Para el cumplimiento de dicho objetivo, resulta fundamental entrevistar a distintos actores del sistema procesal penal chileno. Metodología El proyecto tiene tres componentes claros. Se trata, en primer lugar, de una reconstrucción abstracta de un problema institucional que se trata de distinto modo en su diseño institucionales en distintos contextos. En segundo lugar, el proyecto es uno de reconstrucción dogmática de ciertas instituciones discretas (facultad de no iniciar investigación, principio de oportunidad en sentido estricto, archivo provisional). En tercer lugar, el proyecto es uno de reconstrucción del contenido de la práctica. En cuanto al aspecto de diseño institucional, la investigación asumirá una perspectiva comparada, utilizando el método funcionalista, el cual examina distintos sistemas jurídicos a partir de una pregunta o problema específico que orienta el análisis (Michaels, 2019). El segundo aspecto será trabajado a partir del método dogmático, esto es, tendrá lugar a través del análisis de reglas legales en base a la doctrina y jurisprudencia. El tercer aspecto requiere, en cambio, de metodología en el ...",Derecho Penal
1231152_Resumen_Abstract.pdf,"debe ofrecer los mecanismos para que se materialice el acto de renuncia jurídicamente. Existe, por ende, un “derecho a derelinquir” vinculado a la facultad de disposición del derecho de dominio con independencia de la naturaleza jurídica del bien que se abandona. Objetivos generales y específicos: Objetivo General: Proponer un estatuto de la renuncia al derecho de propiedad para el ordenamiento civil chileno, ante la ausencia de normas generales sobre esta materia propia de un código civil decimonónico. Objetivos específicos: No 1: Determinar las condiciones de aplicación de la teoría del abandono o derelicción de bienes muebles en Chile. No 2: Configurar la renuncia al derecho de propiedad de bienes inmuebles para el derecho chileno. No 3: Precisar los contornos de la renuncia al derecho de propiedad de los bienes incorporales e inmateriales. No 4: Formular soluciones prácticas para los problemas comunes que se presentan en todos los tipos de renuncia al derecho de propiedad. Metodología: Para lograr el objetivo general, se utilizará la metodología de la dogmática jurídica. Esto es así, pues se trata de un estudio que tiene por objeto describir, interpretar, sistematizar y esclarecer el sentido del derecho positivo vigente1, en este caso el derecho chileno relativo a renuncia al derecho de propiedad. Esto sin perjuicio de tener a la vista la experiencia extranjera, principalmente aquellos ordenamientos en que se ha regulado expresamente la renuncia al derecho de propiedad como modo de extinguir el dominio (por. ej. Argentina, Alemania, entre otros) o sus tribunales hayan tenido que resolver los problemas planteados ante falta de norma. Legislación vigente: Se identificarán, analizarán, delimitarán, categorizarán y evaluarán los casos concretos en los que el legislador reconoce expresa o implícitamente la renuncia al derecho de propiedad (derelicción o abandono). Jurisprudencia: Se recopilarán y analizarán sentencias dictadas en los últimos 40 años por la Corte Suprema y Cortes de Apelaciones que se pronuncien sobre la figura del abandono en sus distintas aristas (objetivo específicos 1, 2 y 3). Doctrina: Se elaborará nuestra propuesta a la luz de los aportes de la doctrina nacional. Además se comparará y contrastará la doctrina internacional especializada en esta materia. Resultados esperados: La renuncia al derecho de propiedad no ha sido un tema estudiado en profundidad en Chile. Sin embargo, queda de manifiesto en el estado de la cuestión las variadas problemáticas que la falta de un tratamiento en su conjunto acarrea, cuestiones que no se encuentran zanjadas. En ese sentido, se espera con esta investigación contribuir a llenar este vacío dogmático a través de una propuesta estatuto aplicable en dichos casos, aportando herramientas que puedan tener una incidencia directa en los fallos de los tribunales de justicia y en el legislador llamado a regular estas materias. Los resultados se publicarán en revistas Wos o Scopus de acuerdo a las bases del concurso. 1 BERNASCONI (2007), pp. 10-11 Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Internacional
1231254_Resumen_Abstract.pdf,"cuáles son los derechos procesales luego de su adhesión y cómo sus intereses son funcionales al proceso. Como se puede apreciar, este tipo especial de intervención de terceros no es frecuente en la legislación, pero sí se encuentra implícita en los procedimientos antes mencionados. Así entonces, el objetivo general de esta investigación es ofrecer, a partir de un estudio dogmático, jurisprudencial y comparativo, una explicación sobre la intervención de terceros tanto en los procedimientos de consumo que tienen por objeto la protección de los intereses colectivos y difusos, contenidos en la Ley 19.496, como en los procedimientos de naturaleza ambiental establecidos en la Ley N° 20.600, desarrollando principalmente las distintas formas de intervención procesal reconocidas en la ley y en la doctrina, explicar su naturaleza jurídica, la finalidad de cada una de ellas, revelar los inconvenientes existentes y demostrar el ámbito de aplicación de cada forma de intervención. La hipótesis general de esta investigación es que es posible la creación de una teoría o explicación general sobre la intervención litisconsorcial adhesiva y cómo esta puede aplicarse en particular a los procesos de interés colectivo y difuso de la Ley No 19.496 y a los por daño ambiental de la Ley No 20.600, ofreciendo soluciones teóricas y prácticas a los problemas de diseño que presenta la intervención de terceros regulada en el CPC. La metodología que ocupará el proyecto es la habitual de un proyecto de investigación en ciencias jurídicas, es decir, se utilizará el método dogmático, el método jurisprudencial y el método comparativo. En efecto, se hará una descripción del estatuto normativo y dogmático, se estudiará con espíritu crítico la forma en que se ha regulado la intervención de terceros en los procedimientos antes mencionados, se analizará la jurisprudencia pertinente sobre la materia objeto de la investigación y se hará referencia a los ordenamientos jurídicos comparados en los cuales se considere que la regulación de los terceros intervinientes es satisfactoria. Los resultados esperados de esta investigación son 4 artículos indexados (al menos 2 de ellos WOS o Scopus, el resto Scielo), un seminario internacional y un libro que trate la intervención de terceros. Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Procesal
1231292_Resumen_Abstract.pdf,"icta, es el nivel de control de evitación que el potencial dañante puede tener en la actividad, frente a un evento dañoso, criterio que permite evaluar los casos tipificados de responsabilidad estricta, y guiar la labor de objetivación jurisprudencial. En cuanto a los objetivos, son los siguientes. Objetivo general es: Demostrar, a través de un estudio teórico, dogmático y jurisprudencial, que el riesgo es un elemento común que permitiría explicar la relación entre un régimen de culpa y la responsabilidad estricta, y sostener la justicia distributiva como fundamento del régimen. Y, los objetivos específicos, son: a) Describir el origen y evolución histórica de la dualidad responsabilidad por culpa-objetiva; b) Describir los regímenes de responsabilidad civil que operan en el sistema privado chileno y sus ámbitos de aplicación; c) Examinar los supuestos jurisprudenciales en que la regla de culpa, contenida en el artículo 2314, permite la distribución de los riesgos sociales; d) Examinar y evaluar los supuestos dogmáticos que justifican la aplicación de un régimen de responsabilidad estricta; e) Distinguir los supuestos de responsabilidad, doctrinarios y jurisprudenciales, en los que se distribuyen riesgos sociales ordinarios o normales, de aquellos en los que se distribuyen riesgos anormales o actividades peligrosas. Concurso Nacional de Proyectos Fondecyt Regular 2023",Derecho Civil
1231868_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Enrique Petar Rajevic Mosler ¿Tiene Chile un servicio civil profesional e imparcial? Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Un servicio civil profesional e imparcial es esencial para la continuidad y el desarrollo adecuado de las políticas públicas, más allá de la duración de cada gobierno. En Chile ese modelo se asocia, en principio, al sistema de planta de carrera, al que se ingresa por concurso público y que garantiza promoción y estabilidad en tanto exista mérito y buen desempeño. Sin embargo, el empleo a contrata —sistema que fue concebido como residual y excepcional— ha pasado a ser el régimen predominante de los/as servidores/as públicos/as, mientras la carrera languidece. A ello se suman otros mecanismos diversos como la contratación a honorarios, el uso del Código del Trabajo o, incluso, plantas íntegramente compuestas por empleos de exclusiva confianza. Ello ha dado origen a una vigorosa reacción jurisprudencial que ha buscado proteger los derechos de los/as trabajadores/as públicos/as, pero que por regla general solo permite atender a los casos puntuales que son conocidos y únicamente en los puntos concretos que se someten a litigio. La hipótesis del proyecto es que la regulación del empleo público en Chile no permite garantizar la existencia de un servicio civil (un sistema de empleo público) profesional e imparcial. Para verificarla examinaremos los principales sistemas de empleo público existentes en la Administración Central (incluida la propia planta de carrera) revisando los factores que influyen en los procedimientos de ingreso, desarrollo profesional (promoción, p. ej.) y, por último, desvinculación, con particular atención en el efecto de los cambios de gobierno. Se analizarán, además, la doctrina y la jurisprudencia, así como modelos comparados que pueden ilustrar nuestra realidad, desde el paradigma planteado. Para arribar a conclusiones sólidas será indispensable tener un diagnóstico claro de la situación fáctica del empleo público en Chile. Con tal objeto se producirá información y análisis cuantitativo y detallado con las cifras efectivas de rotación del personal (turnover) de la Administración Central, comparando con datos administrativos, particularmente de la Contraloría General de La República más otras fuentes públicas, los años sin cambio de gobierno del periodo 2009-2022 con los que lo tuvieron, con alternancia política además (2010, 2014 y 2018 y 2022). De igual modo, se recurrirá a métodos cualitativos para conocer la perspectiva de los participantes directos/as de este régimen, sea diseñándolo, aplicándolo o estando sujeto a sus disposiciones, de manera de tratar de identificar las razones que nos han traído al actual estado de cosas y nos mantienen en él. También se persigue identificar los factores y ajustes necesarios a los sistemas de empleo público existentes, especialmente los que predominan actualmente, para proponer reformas o enfoques sistémicos que permitan contar con un empleo público profesional e imparcial, que sostenga la capacidad técnica y política del Estado más allá ...",Derecho del Trabajo y la Seguridad Social
1231938_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Principales problemas jurídicos de la transformación digital del Estado y su análisis desde la perspectiva del Derecho administrativo Título Proyecto: Eduardo Cordero Quinzacara Objetivos El objetivo general de este proyecto consiste en identificar los principales problemas jurídicos que surgen a partir del proceso de transformación digital de la actividad formal de la Administración en Chile a partir de las reformas introducidas por la Ley No21.180, 2019, y establecer soluciones desde la perspectiva propia de la dogmática del Derecho Administrativo, considerando los planteamientos contemporáneos sobre la materia en relación con el derecho a la buena administración y el gobierno electrónico, el problema de las fuentes que deben regular este proceso y sus nuevos principios, el diseño institucional que se ha adoptado para su implementación y aspectos vinculados con conceptos y categorías propias de la disciplina (acto y procedimiento) en relación con los derechos de los ciudadanos. Los objetivos específicos de la investigación son los siguientes: a) Establecer como se conjugan los planteamientos contemporáneos sobre el derecho a la buena administración y el gobierno electrónico, frente al nuevo marco regulatorio vigente en nuestro país sobre transformación digital del Estado. b) Categorizar las fuentes formales que pueden regular este proceso de transformación digital (Constitución, ley, reglamento, normas técnicas y normas internas, como circulares e instrucciones), junto a la naturaleza y efectos que tienen los nuevos principios que se introducen en la legislación administrativa general (neutralidad tecnológica, de actualización, de equivalencia funcional, de fidelidad, de interoperabilidad y de cooperación), en relación con las reglas de actuación concreta que se imponen a los órganos administrativos y, en su caso, los derechos y/o deberes que establecen en relación con los ciudadanos, como un paso previo y necesario en la implementación de la ley. c) Estudiar y hacer un análisis crítico del diseño institucional sobre el cual se construye este sistema, teniendo presente los modelos comparados y los estándares que se exigen a un órgano regulador en estas materias. d) Determinar cómo se identificarán los procedimientos y actos administrativos en función de la transformación digital y cómo puede alterar el concepto que se tenía de ambas instituciones en nuestro ordenamiento. e) Precisar las implicancias de la relación que tendrá el ciudadano con la Administración, especialmente con el ejercicio de sus derechos y en lo que dice relación con la identidad y domicilio digital, así como la forma de enfrentar los problemas de brecha digital y alfabetización. Existen otros temas que están estrechamente vinculados al gobierno electrónico, como es la protección de los datos personales, el uso de inteligencia artificial, los algoritmos y la gestión documental y archivo. Sin embargo, dada su envergadura y la relación con el proyecto, estos contenidos no estarán dentro del objeto de estudio y sólo se tratarán a través de referencia generales. Metodología Para cumplir con estos objetivos se efectuará una revisión de distintas fuentes del derecho, de manera de mostrar una visión completa e integrada de los problemas que presenta la transformación digital de la Administración del ...",Derecho Procesal
